actor_id,id_paax,actor_name,actor_type,sub_type,cs_type,abbreviation,actor_iso3c,actor_country,actor_gwno,actor_region,un_type,international,regional,domestic,women,ucdp_id,ucdp_name,ucdp_url,acled_name,acled_other,actor_desc,alternative_names
563,CON_563,Kuwait,Country/State,,,,KWT,Kuwait,692.0,Asia,,,,,,125.0,Government of Kuwait,https://ucdp.uu.se/actor/125,Government of Kuwait (2020-),Government of Kuwait (2006-2020) | Government of Kuwait (2020-),Kuwait is a Country/state in Asia.,Kuwait
564,ARM_564,M23,Armed Organization,,,M23,COD,"Congo, Democratic Republic of the",490.0,Africa,,,,,,1160.0,M23,https://ucdp.uu.se/actor/1160,M23: March 23 Movement,,"M23 None is an Armed Organization based in Congo, Democratic Republic of the.",March 23 Movement | M-23
566,OTH_566,Jubba Interim Administration,Other,,,,SOM,Somalia,520.0,Africa,,,,1.0,,,,,,,Jubba Interim Administration is an Other actor.,
567,ARM_567,Southern Movement,Armed Organization,,,,YEM,Yemen,678.0,Asia,,,,,,,,,Southern Movement,,Southern Movement None is an Armed Organization based in Yemen.,al-Hiraak
568,ARM_568,Ansar Allah,Armed Organization,,,,YEM,Yemen,678.0,Asia,,,,,,1091.0,Ansarallah,https://ucdp.uu.se/actor/1091,Houthi Movement - Ansar Allah,,Ansar Allah None is an Armed Organization based in Yemen.,Houthi | ANSAR | Ansar Allah | Ansarallah | Houthis | the Houthis | Houthi's | Huthi
569,ARM_569,Popular Front for Recovery,Armed Organization,,,FPR,TCD,Chad,483.0,Africa,,,,,,3554.0,FPR,https://ucdp.uu.se/actor/3554,FPR: Popular Front for the Recovery,,Popular Front for Recovery None is an Armed Organization based in Chad.,Front Populaire pour le Redressement
570,IGO_570,United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA),Intergovernmental Organization,,,MINUSMA,,,,,UN Mission,1.0,,,,,,,,,United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA) None is a mission led by the United Nations.,United Nations Multidimensional Integrated Stabilization Mission in Mali
571,ARM_571,Coordination of Movements and Fronts of Patriotic Resistance,Armed Organization,,,CM-FPR,MLI,Mali,432.0,Africa,,,,,,6358.0,Opponents of Chissano,https://ucdp.uu.se/actor/6358,CMFPR1: Coordination of Patriotic Movements and Forces for Resistance (Plateforme),,Coordination of Movements and Fronts of Patriotic Resistance None is an Armed Organization based in Mali.,Coordination des Mouvements et Front Patriotique de RÃ©sistance
572,ARM_572,anti-Balaka,Armed Organization,,,,CAF,Central African Republic,482.0,Africa,,,,,,4201.0,anti-Balaka,https://ucdp.uu.se/actor/4201,Anti-Balaka,,anti-Balaka None is an Armed Organization based in Central African Republic.,"AK Anti-Bullet Resistance Faction of the NdÃ©nga Commune (Bangui axis), Sub-Prefecture
of Kaga-Bandoro"
573,ARM_573,Movement of Central African Liberators for Justice ,Armed Organization,,,MLCJ,CAF,Central African Republic,482.0,Africa,,,,,,7448.0,MLCJ,https://ucdp.uu.se/actor/7448,MLCJ: Movement of Central African Liberators for Justice,Mouvement des Libérateurs Centrafricains pour la Justice,Movement of Central African Liberators for Justice  None is an Armed Organization based in Central African Republic.,
574,ARM_574,Revolution and Justice,Armed Organization,,,RJ,CAF,Central African Republic,482.0,Africa,,,,,,5544.0,RJ,https://ucdp.uu.se/actor/5544,RJ: Revolution and Justice,Justice Revolution,Revolution and Justice None is an Armed Organization based in Central African Republic.,
575,ARM_575,Union of Republican Forces,Armed Organization,,,UFR,CAF,Central African Republic,482.0,Africa,,,,,,,,,UFR: Union of Republican Forces,,Union of Republican Forces None is an Armed Organization based in Central African Republic.,Union Forces Republic  UFR
576,UMB_576,Union of Fundamental Republic Forces,Umbrella,,,,CAF,Central African Republic,482.0,Africa,,,,,,,,,,,Union of Fundamental Republic Forces is an Umbrella actor.,
577,ARM_577,Popular Front for the Renaissance of Central Africa,Armed Organization,,,FPRC,CAF,Central African Republic,482.0,Africa,,,,,,4007.0,FPRC,https://ucdp.uu.se/actor/4007,FPRC: Popular Front for the Renaissance of Central Africa,FPRC: Popular Front for the Renaissance of Central Africa (Hissene Faction),Popular Front for the Renaissance of Central Africa None is an Armed Organization based in Central African Republic.,Front populaire pour la renaissance de centrafrique | ex-Seleka
578,POL_578,Zimbabwe African National Union – Patriotic Front,Political Party,,,,ZWE,Zimbabwe,552.0,Africa,,,,,,,,,,,Zimbabwe African National Union – Patriotic Front None is a Political Party based in Zimbabwe.,
579,POL_579,Movement for Democratic Change,Political Party,,,,ZWE,Zimbabwe,552.0,Africa,,,,,,,,,,,Movement for Democratic Change None is a Political Party based in Zimbabwe.,
580,ARM_580,Guevarista Revolutionary Army,Armed Organization,,,ERG,COL,Colombia,100.0,Americas,,,,,,,,,,,Guevarista Revolutionary Army None is an Armed Organization based in Colombia.,
581,POL_581,All Political Parties Conference,Political Party,,,APPC,SSD,South Sudan,626.0,Africa,,,,,,,,,,,All Political Parties Conference None is a Political Party based in South Sudan.,
582,ARM_582,Rally of the Togolese People,Armed Organization,,,RPT,TGO,Togo,461.0,Africa,,,,,,,,,RPT: Rally of the Togolese People,,Rally of the Togolese People None is an Armed Organization based in Togo.,Gathering of the Togolese People
583,ARM_583,Union of Forces for Change,Armed Organization,,,UFC,TGO,Togo,461.0,Africa,,,,,,,,,UFC: Union of Forces for Change,,Union of Forces for Change None is an Armed Organization based in Togo.,
584,POL_584,Action Committee for Renewal,Political Party,,,CAR,TGO,Togo,461.0,Africa,,,,,,,,,,,Action Committee for Renewal None is a Political Party based in Togo.,Comité d'Action pour le Renouveau
585,CON_585,Costa Rica,Country/State,,,,CRI,Costa Rica,94.0,Americas,,,,,,15.0,Government of Costa Rica,https://ucdp.uu.se/actor/15,Government of Costa Rica (2022-),Government of Costa Rica (2014-2022) | Government of Costa Rica (2022-),Costa Rica is a Country/state in Americas.,Costa Rica | Republic Costa Rica
586,IGO_586,Shanghai Cooperation Organization,Intergovernmental Organization,Regional,,SCO,,,,Asia,,,1.0,,,,,,,,Shanghai Cooperation Organization None is an regional intergovernmental organization based in Asia.,Shanghai Cooperation Organization | SCO | Shanghai Cooperation Organisation
587,CON_587,Albania,Country/State,,,,ALB,Albania,339.0,Europe,,,,,,45.0,Government of Albania,https://ucdp.uu.se/actor/45,Government of Albania (2013-),,Albania is a Country/state in Europe.,Albania | Republic Albania
588,CON_588,Austria,Country/State,,,,AUT,Austria,305.0,Europe,,,,,,39.0,Government of Austria,https://ucdp.uu.se/actor/39,Government of Austria (2019-),,Austria is a Country/state in Europe.,Austria | Republic Austria | Republic of Austria
589,CON_589,Bulgaria,Country/State,,,,BGR,Bulgaria,355.0,Europe,,,,,,54.0,Government of Bulgaria,https://ucdp.uu.se/actor/54,Government of Bulgaria (2017-),,Bulgaria is a Country/state in Europe.,Bulgaria | Republic Bulgaria
590,CON_590,Tunisia,Country/State,,,,TUN,Tunisia,616.0,Africa,,,,,,110.0,Government of Tunisia,https://ucdp.uu.se/actor/110,Government of Tunisia (2019-),Government of Tunisia (2011-2014) | Government of Tunisia (2014-2019) | Government of Tunisia (2019-),Tunisia is a Country/state in Africa.,Tunisia | Republic Tunisia
591,CON_591,United Arab Emirates,Country/State,,,,ARE,United Arab Emirates,696.0,Asia,,,,,,128.0,Government of United Arab Emirates,https://ucdp.uu.se/actor/128,Government of the United Arab Emirates (2004-),,United Arab Emirates is a Country/state in Asia.,United Arab Emirates | UAE
592,CON_592,Slovakia,Country/State,,,,SVK,Slovakia,317.0,Europe,,,,,,43.0,Government of Slovakia,https://ucdp.uu.se/actor/43,Government of Slovakia (2020-),Government of Slovakia (2012-2020) | Government of Slovakia (2020-),Slovakia is a Country/state in Europe.,Slovakia | Slovak Republic
593,CON_593,Sweden,Country/State,,,,SWE,Sweden,380.0,Europe,,,,,,66.0,Government of Sweden,https://ucdp.uu.se/actor/66,Government of Sweden (2019-),,Sweden is a Country/state in Europe.,Sweden | Kingdom Sweden
594,CON_594,Uruguay,Country/State,,,,URY,Uruguay,165.0,Americas,,,,,,27.0,Government of Uruguay,https://ucdp.uu.se/actor/27,Government of Uruguay (2020-),,Uruguay is a Country/state in Americas.,Uruguay | Oriental Republic Uruguay
595,NGO_595,Aga Khan Development Network,Civil Society,Non-governmental Organization,Other,,,,,,,1.0,,,,,,,,,Aga Khan Development Network None is an international non-governmental organisation.,
596,IGO_596,Islamic Development Bank,Intergovernmental Organization,,,ISDB,,,,,,1.0,,,,,,,,,Islamic Development Bank None is an international intergovernmental organization.,Islamic Development Bank | ISDB | Islamic Development Bank (IsDB)
597,IGO_597,Economic Cooperation Organization,Intergovernmental Organization,Regional,,ECO,,,,,,,1.0,,,,,,,,Economic Cooperation Organization None is an regional intergovernmental organization based in nan.,Economic Cooperation Organization | Economic Cooperation Organisation | Economic Cooperation Organization (ECO)
598,IGO_598,Collective Security Treaty Organization,Intergovernmental Organization,Regional,,CSTO,,,,Europe,,,1.0,,,,,,,,Collective Security Treaty Organization None is an regional intergovernmental organization based in Europe.,Collective Security Treaty Organization | Collective Security Treaty Organisation
599,IGO_599,Conference on Interaction and Confidence-Building Measures in Asia (CICA),Intergovernmental Organization,Regional,,CICA,,,,Asia,,,1.0,,,,,,,,Conference on Interaction and Confidence-Building Measures in Asia (CICA) None is an regional intergovernmental organization based in Asia.,Conference on Interaction and Confidence-Building Measures in Asia | Conference on Interaction and Confidence-Building Measures in Asia (CICA)
600,IGO_600,Asian Development Bank,Intergovernmental Organization,Regional,,ADB,,,,Asia,,,1.0,,,,,,,,Asian Development Bank None is an regional intergovernmental organization based in Asia.,ADB | Asian Development Bank
601,CON_601,Iceland,Country/State,,,,ISL,Iceland,385.0,Europe,,,,,,69.0,Government of Iceland,https://ucdp.uu.se/actor/69,Government of Iceland (2017-),,Iceland is a Country/state in Europe.,Iceland | Republic Iceland
602,CON_602,Hungary,Country/State,,,,HUN,Hungary,310.0,Europe,,,,,,40.0,Government of Hungary,https://ucdp.uu.se/actor/40,Government of Hungary (2010-),,Hungary is a Country/state in Europe.,Hungary | Republic Hungary
603,CON_603,Poland,Country/State,,,,POL,Poland,290.0,Europe,,,,,,38.0,Government of Poland,https://ucdp.uu.se/actor/38,Government of Poland (2015-),,Poland is a Country/state in Europe.,Poland | POL | Republic Poland | Republic of Poland
604,CON_604,Denmark,Country/State,,,,DNK,Denmark,390.0,Europe,,,,,,68.0,Government of Denmark,https://ucdp.uu.se/actor/68,Government of Denmark (2019-),,Denmark is a Country/state in Europe.,Denmark | Kingdom Denmark
605,CON_605,Estonia,Country/State,,,,EST,Estonia,366.0,Europe,,,,,,58.0,Government of Estonia,https://ucdp.uu.se/actor/58,Government of Estonia (2021-),,Estonia is a Country/state in Europe.,Estonia | Republic Estonia
606,CON_606,Oman,Country/State,,,,OMN,Oman,698.0,Asia,,,,,,129.0,Government of Oman,https://ucdp.uu.se/actor/129,Government of Oman (2020-),Government of Oman (1970-2020) | Government of Oman (2020-),Oman is a Country/state in Asia.,Oman
607,CON_607,Montenegro,Country/State,,,,MNE,Montenegro,341.0,Europe,,,,,,46.0,Government of Montenegro,https://ucdp.uu.se/actor/46,Government of Montenegro (2022-),,Montenegro is a Country/state in Europe.,Montenegro
608,CON_608,Mongolia,Country/State,,,,MNG,Mongolia,712.0,Asia,,,,,,136.0,Government of Mongolia,https://ucdp.uu.se/actor/136,Government of Mongolia (2016-),,Mongolia is a Country/state in Asia.,Mongolia | People Republic Mongolia
609,CON_609,Cyprus,Country/State,,,,CYP,Cyprus,352.0,Asia,,,,,,53.0,Government of Cyprus,https://ucdp.uu.se/actor/53,Government of Cyprus (2013-),,Cyprus is a Country/state in Asia.,Cyprus
610,CON_610,North Macedonia,Country/State,,,,MKD,North Macedonia,343.0,Europe,,,,,,47.0,Government of North Macedonia,https://ucdp.uu.se/actor/47,Government of North Macedonia (2017-),,North Macedonia is a Country/state in Europe.,"Macedonia (Former Yugoslav Republic of) | MACEDONIA, THE FORMER YUGOSLAV REPUBLIC OF | Macedonia | Republic Macedonia | FYROM"
611,CON_611,Luxembourg,Country/State,,,,LUX,Luxembourg,215.0,Europe,,,,,,32.0,Government of Luxembourg,https://ucdp.uu.se/actor/32,Government of Luxembourg (2013-),,Luxembourg is a Country/state in Europe.,Luxembourg
612,CON_612,Lithuania,Country/State,,,,LTU,Lithuania,368.0,Europe,,,,,,60.0,Government of Lithuania,https://ucdp.uu.se/actor/60,Government of Lithuania (2020-),,Lithuania is a Country/state in Europe.,Lithuania | Republic Lithuania
613,CON_613,Liechtenstein,Country/State,,,,LIE,Liechtenstein,223.0,Europe,,,,,,,,,,,Liechtenstein is a Country/state in Europe.,Liechtenstein
614,CON_614,Malta,Country/State,,,,MLT,Malta,338.0,Europe,,,,,,,,,Government of Malta (2013-),,Malta is a Country/state in Europe.,Malta | Maltese Cross | Republic Malta
615,CON_615,Latvia,Country/State,,,,LVA,Latvia,367.0,Europe,,,,,,59.0,Government of Latvia,https://ucdp.uu.se/actor/59,Government of Latvia (2019-),,Latvia is a Country/state in Europe.,Latvia | Republic Latvia
616,IGO_616,United Nations Interim Security Force for Abyei (UNISFA),Intergovernmental Organization,,,UNISFA,,,,,UN Mission,1.0,,,,,,,,,United Nations Interim Security Force for Abyei (UNISFA) None is a mission led by the United Nations.,United Nations Organization Interim Security Force for Abyei
617,OTH_617,Cordillera Bodong Administration,Other,,,,PHL,Philippines,840.0,Asia,,,,1.0,,,,,,,Cordillera Bodong Administration is an Other actor.,
618,ARM_618,Cordillera People's Liberation Army,Armed Organization,,,CPLA,PHL,Philippines,840.0,Asia,,,,,,,,,,,Cordillera People's Liberation Army None is an Armed Organization based in Philippines.,
619,ARM_619,South Sudan Democratic Movement/Army,Armed Organization,,,SSDM/A,SSD,South Sudan,626.0,Africa,,,,,,1108.0,SSDM/A,https://ucdp.uu.se/actor/1108,,,South Sudan Democratic Movement/Army None is an Armed Organization based in South Sudan.,
620,ARM_620,Sudan People Liberation Movement/Army - In Opposition,Armed Organization,,,SPLM / SPLA - IO,SDN,Sudan,625.0,Africa,,,,,,4226.0,SPLM/A - IO,https://ucdp.uu.se/actor/4226,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,SPLM-In Opposition-Kitgweng: Sudan People's Liberation Movement-In Opposition (Kitgweng faction)   SPLM-In Opposition-Aguelek: Sudan People's Liberation Movement-In Opposition (Aguelek Faction)    SPLM-N-Abdelaziz: Sudan People's Liberation Movement (North) (Abdelaziz al-Hilu faction) ,Sudan People Liberation Movement/Army - In Opposition None is an Armed Organization based in Sudan.,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition (Splinter Faction) | SPLM-N-Agar: Sudan People's Liberation Movement (North) (Malik Agar faction) | SPLM-In Opposition-Fertit Lions: Sudan People's Liberation Movement-In Opposition (Fertit Lions Faction) | SPLM-In Opposition-Deng Gai: Sudan People's Liberation Movement-In Opposition (Taban Deng Gai Faction) | SPLM-In Opposition-Welebe: Sudan People's Liberation Movement-In Opposition (Wesley Welebe Faction) | SPLM - Opposition | Sudan People ÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Liberation Movement/ Army Opposition | SPLM / - IO Angelina Jany Teny South Sudan Opposition Alliance | SPLM - IO | SPLM / - IO
621,CON_621,Honduras,Country/State,,,,HND,Honduras,91.0,Americas,,,,,,12.0,Government of Honduras,https://ucdp.uu.se/actor/12,Government of Honduras (2022-),Government of Honduras (2010-2022) | Government of Honduras (2022-),Honduras is a Country/state in Americas.,Honduras | Republic Honduras
622,ARM_622,Nationalist and Integrationist Front,Armed Organization,,,FNI,COD,"Congo, Democratic Republic of the",490.0,Africa,,,,,,606.0,FNI,https://ucdp.uu.se/actor/606,FNI: Nationalist and Integrationist Front,,"Nationalist and Integrationist Front None is an Armed Organization based in Congo, Democratic Republic of the.",Front des Nationalistes et IntÃ©grationnistes
623,ARM_623,Front for Patriotic Resistance in Ituri,Armed Organization,,,FRPI,COD,"Congo, Democratic Republic of the",490.0,Africa,,,,,,1077.0,FRPI,https://ucdp.uu.se/actor/1077,FRPI: Front for Patriotic Resistance of Ituri,,"Front for Patriotic Resistance in Ituri None is an Armed Organization based in Congo, Democratic Republic of the.",Force de rÃ©sistance patriotique dâ€™Ituri
624,IGO_624,United Nations Mission in the Democratic Republic of the Congo (MONUC),Intergovernmental Organization,,,MONUC,,,,,UN Mission,1.0,,,,,,,,,United Nations Mission in the Democratic Republic of the Congo (MONUC) None is a mission led by the United Nations.,United Nations Organization Mission in the Democratic Republic of the Congo
625,ARM_625,Revolutionary Movement of the Congo,Armed Organization,,,MRC,COD,"Congo, Democratic Republic of the",490.0,Africa,,,,,,,,,MRC: Congolese Revolutionary Movement,,"Revolutionary Movement of the Congo None is an Armed Organization based in Congo, Democratic Republic of the.",Mouvement rÃ©volutionnaire du Congo
626,ARM_626,Former Detainees,Armed Organization,,,SPLM-FD,SDN | SSD,,,,,,,,,,,,SPLM-FD: Sudan People's Liberation Movement (Former Detainees),,Former Detainees None is an Armed Organization based in nan.,
627,ARM_627,Sudan People's Liberation Movement (in Government),Armed Organization,,,SPLM - IG,SDN,Sudan,625.0,Africa,,,,,,,,,,,Sudan People's Liberation Movement (in Government) None is an Armed Organization based in Sudan.,
629,COA_629,Group of 12,State Coalition,,,G12,,,,,,1.0,,,,,,,,,Group of 12 is an State Coalition actor.,
630,ARM_630,Francisco Garnica Guerrilla Coordination Front,Armed Organization,,,FFGCG,COL,Colombia,100.0,Americas,,,,,,,,,,,Francisco Garnica Guerrilla Coordination Front None is an Armed Organization based in Colombia.,"Frente
Francisco Garnica de la Coordinadora Guerrilla"
631,ARM_631,Frente Norte 380,Armed Organization,,,,NIC,Nicaragua,93.0,Americas,,,,,,,,,,,Frente Norte 380 None is an Armed Organization based in Nicaragua.,
632,MIL_632,Armed Forces of Angola,Military,,,,AGO,Angola,540.0,Africa,,,,,,,,,Military Forces of Angola (1975-),,Armed Forces of Angola refers to the military/army of Angola.,
633,ENT_633,Baku community,Civil Society,Communities and tribes,,,PNG,Papua New Guinea,910.0,Oceania,,,,1.0,,,,,,,Baku community is a representative of communities/tribes in Papua New Guinea.,
634,ENT_634,North Ossetia,Entity,,,,RUS,Russia,365.0,Europe,,,,,,,,,,,North Ossetia is an entity (Russia).,
635,ENT_635,South Ossetia,Entity,,,,RUS,Russia,365.0,Europe,,,,,,,,,,,South Ossetia is an entity (Russia).,
636,CON_636,Greece,Country/State,,,,GRC,Greece,350.0,Europe,,,,,,52.0,Government of Greece,https://ucdp.uu.se/actor/52,Government of Greece (2019-),Government of Greece (2015-2019) | Government of Greece (2019-),Greece is a Country/state in Europe.,Greece
637,CON_637,Czechia,Country/State,,,,CZE,Czech Republic,316.0,Europe,,,,,,42.0,Government of Czech Republic,https://ucdp.uu.se/actor/42,Government of the Czech Republic (2021-),Government of the Czech Republic (2018-2021) | Government of the Czech Republic (2021-),Czechia is a Country/state in Europe.,Czech Republic
638,IGO_638,European Bank for Reconstruction and Development,Intergovernmental Organization,Regional,,EBRD,,,,Europe,,,1.0,,,,,,,,European Bank for Reconstruction and Development None is an regional intergovernmental organization based in Europe.,European Bank For Reconstruction And Development | EBRD | European Bank for Reconstruction & Development | European Bank for Reconstruction and Development (EBRD)
639,IGO_639,Council of Europe,Intergovernmental Organization,Regional,,COE,,,,Europe,,,1.0,,,,,,,,Council of Europe None is an regional intergovernmental organization based in Europe.,Council Of Europe
640,IGO_640,Office of the United Nations High Commissioner for Human Rights,Intergovernmental Organization,,,UNHCHR,,,,,United Nations,1.0,,,,,,,,,Office of the United Nations High Commissioner for Human Rights None is an office of the United Nations.,Office Of The United Nations High Commissioner For Human Rights | OHCHR | High Commissioner For Human Rights | UNHCHR
641,CON_641,Seychelles,Country/State,,,,SYC,Seychelles,591.0,Africa,,,,,,,,,Government of Seychelles (2020-),Government of Seychelles (2016-2020) | Government of Seychelles (2020-),Seychelles is a Country/state in Africa.,Seychelles
642,OTH_642,Interim Political Authority,Other,,,,LSO,Lesotho,570.0,Africa,,,,1.0,,,,,,,Interim Political Authority is an Other actor.,
643,POL_643,National Liberation Front,Political Party,,,FLN,DZA,Algeria,615.0,Africa,,,,,,403.0,FLN ,https://ucdp.uu.se/actor/403,,,National Liberation Front None is a Political Party based in Algeria.,
644,POL_644,Socialist Forces Front,Political Party,,,FFS,DZA,Algeria,615.0,Africa,,,,,,,,,,,Socialist Forces Front None is a Political Party based in Algeria.,
645,POL_645,Movement for Democracy in Algeria,Political Party,,,MDA,DZA,Algeria,615.0,Africa,,,,,,,,,,,Movement for Democracy in Algeria None is a Political Party based in Algeria.,
646,POL_646,Workers Party,Political Party,,,PT,DZA,Algeria,615.0,Africa,,,,,,,,,,,Workers Party None is a Political Party based in Algeria.,
647,POL_647,Political Parties,Political Party,,,,BDI,Burundi,516.0,Africa,,,,,,,,,,,Political Parties None is a Political Party based in Burundi.,
648,ARM_648,National Council of Resistance,Armed Organization,,,CNR,COG,"Congo, Republic of the",484.0,Africa,,,,,,,,,,,"National Council of Resistance None is an Armed Organization based in Congo, Republic of the.",
649,ARM_649,Bodo Liberation Tigers,Armed Organization,,,BLT,IND,India,750.0,Asia,,,,,,373.0,BLTF,https://ucdp.uu.se/actor/373,,,Bodo Liberation Tigers None is an Armed Organization based in India.,Bodo Liberation Tiger Force | BLTF
650,ARM_650,National Socialist Council of Nagaland,Armed Organization,,,NSCN,IND,India,750.0,Asia,,,,,,223.0,NSCN-IM,https://ucdp.uu.se/actor/223,NSCN: National Socialist Council of Nagaland,,National Socialist Council of Nagaland None is an Armed Organization based in India.,
651,ARM_651,Civil Defence Forces,Armed Organization,,,CDF,SLE,Sierra Leone,451.0,Africa,,,,,,,,,CDF: Civil Defence Forces,,Civil Defence Forces None is an Armed Organization based in Sierra Leone.,
652,IGO_652,United Nations Mission in Sierra Leone (UNAMSIL),Intergovernmental Organization,,,UNAMSIL,,,,,UN Mission,1.0,,,,,,,,,United Nations Mission in Sierra Leone (UNAMSIL) None is a mission led by the United Nations.,United Nations Mission in Sierra Leone
653,ARM_653,Revolutionary Proletarian Army-Alex Boncayao Brigade,Armed Organization,,,RPA-ABB,PHL,Philippines,840.0,Asia,,,,,,,,,RPA-ABB: Revolutionary Proletarian Army-Alex Boncayao Brigade,,Revolutionary Proletarian Army-Alex Boncayao Brigade None is an Armed Organization based in Philippines.,
654,OTH_654,GRP Peace Panel,Government/state,,,,PHL,Philippines,840.0,Asia,,,,1.0,,,,,,,GRP Peace Panel is an Government/state actor.,
655,POL_655,National Democratic Alliance,Political Party,,,,SDN,Sudan,625.0,Africa,,,,,,467.0,NDA,https://ucdp.uu.se/actor/467,NDA: National Democratic Alliance (Sudan),,National Democratic Alliance None is a Political Party based in Sudan.,
656,ARM_656,South Sudan Defence Forces,Armed Organization,,,SSDF,SSD,South Sudan,626.0,Africa,,,,,,686.0,SSDF,https://ucdp.uu.se/actor/686,SSDF: South Sudan Defence Forces,,South Sudan Defence Forces None is an Armed Organization based in South Sudan.,South Sudan Defence Forces
657,ARM_657,Sudan People's Liberation Army,Armed Organization,,,SPLA,SDN,Sudan,625.0,Africa,,,,,,,,,Former SPLA/M: Sudanese Peoples Liberation Army/Movement,,Sudan People's Liberation Army None is an Armed Organization based in Sudan.,SPLA | SPLA / M Bor Group | SPLA / M Nuba Mountains Central Committee | SPLA Division | Sudan People ’s Liberation Army - North
658,ARM_658,United Western Somali Liberation Front,Armed Organization,,,UWSLF,SOM,Somalia,520.0,Africa,,,,,,496.0,WSLF,https://ucdp.uu.se/actor/496,UWSLF: United Western Somali Liberation Front,,United Western Somali Liberation Front None is an Armed Organization based in Somalia.,
659,POL_659,Communist Party of Colombia (Marxist–Leninist),Political Party,,,,COL,Colombia,100.0,Americas,,,,,,,,,,,Communist Party of Colombia (Marxist–Leninist) None is a Political Party based in Colombia.,
661,POL_661,National Salvation Movement,Political Party,,,,COL,Colombia,100.0,Americas,,,,,,,,,,,National Salvation Movement None is a Political Party based in Colombia.,
662,POL_662,Colombian Conservative Party,Political Party,,,,COL,Colombia,100.0,Americas,,,,,,,,,,,Colombian Conservative Party None is a Political Party based in Colombia.,
663,OTH_663,Hope for Peace and Freedom,Other,,,,COL,Colombia,100.0,Americas,,,,1.0,,,,,,,Hope for Peace and Freedom is an Other actor.,
664,OTH_664,Peace Facilitation Commission,Other,,,,COL,Colombia,100.0,Americas,,,,1.0,,,,,,,Peace Facilitation Commission is an Other actor.,
665,ARM_665,Jaime Bateman Cayón Movement,Armed Organization,,,JCB Movement,COL,Colombia,100.0,Americas,,,,,,,,,,,Jaime Bateman Cayón Movement None is an Armed Organization based in Colombia.,
666,OTH_666,Facilitating and Verification Commission,Other,,,,COL,Colombia,100.0,Americas,,,,1.0,,,,,,,Facilitating and Verification Commission is an Other actor.,
667,ARM_667,MIR-COAR,Armed Organization,,,MIR-COAR,COL,Colombia,100.0,Americas,,,,,,,,,,,MIR-COAR None is an Armed Organization based in Colombia.,El Movimiento Independiente Revolucionario-Comandos Armados | Revolutionary Independent Movement-Armed Commands
669,CON_669,Vatican City,Country/State,,,, ,Holy See,,Europe,,,,,,,,,Government of Vatican City (2013-),,Vatican City is a Country/state in Europe.,Papal States | HOLY SEE (VATICAN CITY STATE) | VATICAN CITY | Pope | Holy See
670,CON_670,Panama,Country/State,,,,PAN,Panama,95.0,Americas,,,,,,16.0,Government of Panama,https://ucdp.uu.se/actor/16,Government of Panama (2019-),,Panama is a Country/state in Americas.,Panama
671,OTH_671,Central Bank of Sri Lanka,Other,,,,LKA,Sri Lanka,780.0,Asia,,,,1.0,,,,,,,Central Bank of Sri Lanka is an Other actor.,
672,IGO_672,UN Office on Drugs and Crimes,Intergovernmental Organization,,,UNODC,,,,,United Nations,1.0,,,,,,,,,UN Office on Drugs and Crimes None is an office of the United Nations.,UN Office Drugs Crimes ( UNODC | UN Office on Drugs and Crimes | United Nations Office on Drugs and Crime
673,IGO_673,World Food Program,Intergovernmental Organization,,,WFP,,,,,United Nations,1.0,,,,,,,,,World Food Program None is an office of the United Nations.,World Food Program | WFP | World Food Programme
674,IGO_674,United Nations Population Fund,Intergovernmental Organization,,,UNFPA,,,,,United Nations,1.0,,,,,,,,,United Nations Population Fund None is an office of the United Nations.,United Nations Population Fund
675,IGO_675,International Organization for Migration,Intergovernmental Organization,,,IOM,,,,,United Nations,1.0,,,,,,,,,International Organization for Migration None is an office of the United Nations.,International Organisation For Migration | Organización Internacional para las Migraciones | OIM | International Organization For Migration | Organisation Internationale Pour Les Migrations
676,IGO_676,Food and Agriculture Organization,Intergovernmental Organization,,,FAO,,,,,United Nations,1.0,,,,,,,,,Food and Agriculture Organization None is an office of the United Nations.,Food And Agriculture Organisation | Organisation Des Nations Unies Pour Lâ€™Alimentation Et Lâ€™Agriculture | Food And Agriculture Organization | ONUAA | FAO | Organisation Des Nations Unies Pour LÃ¢â‚¬â„¢Alimentation Et LÃ¢â‚¬â„¢Agriculture | Food & Ag Org
677,IGO_677,World Health Organization,Intergovernmental Organization,,,WHO,,,,,United Nations,1.0,,,,,,,,,World Health Organization None is an office of the United Nations.,WHO | World Health Organization | World Health Organisation | World Health Org
678,IGO_678,"United Nations Educational, Scientific and Cultural Organization",Intergovernmental Organization,,,UNESCO,,,,,United Nations,1.0,,,,,,,,,"United Nations Educational, Scientific and Cultural Organization None is an office of the United Nations.","UNESCO | United Nations Educational, Scientific And Cultural Organization | United Nations Educational, Scientific And Cultural Organisation | UN Education, Scientific, & Cultural Org | United Nations Educational, Scientific, and Cultural Organization (UNESCO)"
679,IGO_679,International Fund for Agricultural Development (IFAD),Intergovernmental Organization,,,IFAD,,,,,,1.0,,,,,,,,,International Fund for Agricultural Development (IFAD) None is an international intergovernmental organization.,Int Fund for Agriculture & Development | International Fund for Agricultural Development (IFAD)
